split,target_class,source_path,dest_path,decision,notes,review_code
train,sano,dataset/raw/sano/sano_12560.jpg,dataset_curado_v3/train/sano/visual_balance_sano_12560.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
train,sano,dataset/raw/sano/sano_02024.jpg,dataset_curado_v3/train/sano/visual_balance_sano_02024.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
train,sano,dataset/raw/sano/sano_12419.jpg,dataset_curado_v3/train/sano/visual_balance_sano_12419.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
train,sano,dataset/raw/sano/sano_12363.jpg,dataset_curado_v3/train/sano/visual_balance_sano_12363.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
train,sano,dataset/raw/sano/sano_12555.jpg,dataset_curado_v3/train/sano/visual_balance_sano_12555.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
train,sano,dataset/raw/sano/sano_01766.jpg,dataset_curado_v3/train/sano/visual_balance_sano_01766.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
train,sano,dataset/raw/sano/sano_00668.jpg,dataset_curado_v3/train/sano/visual_balance_sano_00668.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
train,sano,dataset/raw/sano/sano_03436.jpg,dataset_curado_v3/train/sano/visual_balance_sano_03436.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
train,sano,dataset/raw/sano/sano_00936.jpg,dataset_curado_v3/train/sano/visual_balance_sano_00936.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
train,sano,dataset/raw/sano/sano_01577.jpg,dataset_curado_v3/train/sano/visual_balance_sano_01577.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
train,sano,dataset/raw/sano/sano_02613.jpg,dataset_curado_v3/train/sano/visual_balance_sano_02613.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
train,sano,dataset/raw/sano/sano_09491.jpg,dataset_curado_v3/train/sano/visual_balance_sano_09491.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
train,sano,dataset/raw/sano/sano_01840.jpg,dataset_curado_v3/train/sano/visual_balance_sano_01840.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
train,sano,dataset/raw/sano/sano_03492.jpg,dataset_curado_v3/train/sano/visual_balance_sano_03492.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
train,sano,dataset/raw/sano/sano_03008.jpg,dataset_curado_v3/train/sano/visual_balance_sano_03008.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
train,sano,dataset/raw/sano/sano_09635.jpg,dataset_curado_v3/train/sano/visual_balance_sano_09635.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
train,sano,dataset/raw/sano/sano_12370.jpg,dataset_curado_v3/train/sano/visual_balance_sano_12370.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
train,sano,dataset/raw/sano/sano_05921.jpg,dataset_curado_v3/train/sano/visual_balance_sano_05921.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
train,sano,dataset/raw/sano/sano_12499.jpg,dataset_curado_v3/train/sano/visual_balance_sano_12499.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
train,sano,dataset/raw/sano/sano_12548.jpg,dataset_curado_v3/train/sano/visual_balance_sano_12548.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
train,sano,dataset/raw/sano/sano_12457.jpg,dataset_curado_v3/train/sano/visual_balance_sano_12457.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
train,sano,dataset/raw/sano/sano_12423.jpg,dataset_curado_v3/train/sano/visual_balance_sano_12423.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
train,sano,dataset/raw/sano/sano_00149.jpg,dataset_curado_v3/train/sano/visual_balance_sano_00149.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
train,sano,dataset/raw/sano/sano_12511.jpg,dataset_curado_v3/train/sano/visual_balance_sano_12511.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
validation,sano,dataset/raw/sano/sano_11137.jpg,dataset_curado_v3/validation/sano/visual_balance_sano_11137.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
validation,sano,dataset/raw/sano/sano_02129.jpg,dataset_curado_v3/validation/sano/visual_balance_sano_02129.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
validation,sano,dataset/raw/sano/sano_12540.jpg,dataset_curado_v3/validation/sano/visual_balance_sano_12540.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
validation,sano,dataset/raw/sano/sano_03082.jpg,dataset_curado_v3/validation/sano/visual_balance_sano_03082.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
validation,sano,dataset/raw/sano/sano_12362.jpg,dataset_curado_v3/validation/sano/visual_balance_sano_12362.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
validation,sano,dataset/raw/sano/sano_03753.jpg,dataset_curado_v3/validation/sano/visual_balance_sano_03753.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
validation,sano,dataset/raw/sano/sano_03658.jpg,dataset_curado_v3/validation/sano/visual_balance_sano_03658.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
validation,sano,dataset/raw/sano/sano_08870.jpg,dataset_curado_v3/validation/sano/visual_balance_sano_08870.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
validation,sano,dataset/raw/sano/sano_01327.jpg,dataset_curado_v3/validation/sano/visual_balance_sano_01327.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
validation,sano,dataset/raw/sano/sano_05992.jpg,dataset_curado_v3/validation/sano/visual_balance_sano_05992.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
validation,sano,dataset/raw/sano/sano_12374.jpg,dataset_curado_v3/validation/sano/visual_balance_sano_12374.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
validation,sano,dataset/raw/sano/sano_00790.jpg,dataset_curado_v3/validation/sano/visual_balance_sano_00790.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
validation,sano,dataset/raw/sano/sano_06874.jpg,dataset_curado_v3/validation/sano/visual_balance_sano_06874.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
validation,sano,dataset/raw/sano/sano_06580.jpg,dataset_curado_v3/validation/sano/visual_balance_sano_06580.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
test,sano,dataset/raw/sano/sano_05272.jpg,dataset_curado_v3/test/sano/visual_balance_sano_05272.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
test,sano,dataset/raw/sano/sano_02082.jpg,dataset_curado_v3/test/sano/visual_balance_sano_02082.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
test,sano,dataset/raw/sano/sano_04273.jpg,dataset_curado_v3/test/sano/visual_balance_sano_04273.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
test,sano,dataset/raw/sano/sano_01429.jpg,dataset_curado_v3/test/sano/visual_balance_sano_01429.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
test,sano,dataset/raw/sano/sano_02380.jpg,dataset_curado_v3/test/sano/visual_balance_sano_02380.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
test,sano,dataset/raw/sano/sano_04790.jpg,dataset_curado_v3/test/sano/visual_balance_sano_04790.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
test,sano,dataset/raw/sano/sano_12481.jpg,dataset_curado_v3/test/sano/visual_balance_sano_12481.jpg,balance_extra,excedente usado para mantener balance con atencion recuperada,
