split,true_class,predicted_class,confidence,bucket,action,correct,path
validation,peligro,sano,0.931425,alta,clasificacion_preliminar_no_final,False,dataset_curado/validation/peligro/peligro_02489.jpg
validation,peligro,sano,0.873431,alta,clasificacion_preliminar_no_final,False,dataset_curado/validation/peligro/peligro_02491.jpg
validation,peligro,sano,0.728727,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/peligro/peligro_02587.jpg
validation,peligro,peligro,0.971732,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_02648.jpg
validation,peligro,peligro,0.893377,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_02759.jpg
validation,peligro,peligro,0.825998,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_02760.jpg
validation,peligro,peligro,0.915711,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_02828.jpg
validation,peligro,peligro,0.958023,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_02906.jpg
validation,peligro,atencion,0.695879,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/peligro/peligro_03012.jpg
validation,peligro,peligro,0.681654,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_03036.jpg
validation,peligro,peligro,0.604164,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_03049.jpg
validation,peligro,peligro,0.836101,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_03071.jpg
validation,peligro,peligro,0.633189,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_03152.jpg
validation,peligro,peligro,0.757909,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_03277.jpg
validation,peligro,peligro,0.488105,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/peligro/peligro_03301.jpg
validation,peligro,peligro,0.772289,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_03307.jpg
validation,peligro,atencion,0.682541,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/peligro/peligro_03344.jpg
validation,peligro,peligro,0.835466,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_03355.jpg
validation,peligro,peligro,0.905030,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_03414.jpg
validation,peligro,atencion,0.606066,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/peligro/peligro_03436.jpg
validation,peligro,peligro,0.576146,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/peligro/peligro_03452.jpg
validation,peligro,peligro,0.550694,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/peligro/peligro_03494.jpg
validation,peligro,peligro,0.758752,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_03562.jpg
validation,peligro,atencion,0.549715,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/peligro/peligro_03585.jpg
validation,peligro,peligro,0.530435,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/peligro/peligro_03657.jpg
validation,peligro,peligro,0.738139,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_03761.jpg
validation,peligro,peligro,0.740392,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_03864.jpg
validation,peligro,sano,0.890345,alta,clasificacion_preliminar_no_final,False,dataset_curado/validation/peligro/peligro_03899.jpg
validation,peligro,peligro,0.772182,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_04560.jpg
validation,peligro,peligro,0.894593,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_04648.jpg
validation,peligro,peligro,0.666437,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_04657.jpg
validation,peligro,peligro,0.910588,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_04659.jpg
validation,peligro,peligro,0.795818,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_04901.jpg
validation,peligro,peligro,0.838972,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_05249.jpg
validation,peligro,peligro,0.680127,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_05250.jpg
validation,peligro,peligro,0.792320,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_05252.jpg
validation,peligro,peligro,0.969698,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_05294.jpg
validation,peligro,peligro,0.926847,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_05403.jpg
validation,peligro,peligro,0.711003,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_05739.jpg
validation,peligro,peligro,0.923573,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_05754.jpg
validation,peligro,sano,0.875246,alta,clasificacion_preliminar_no_final,False,dataset_curado/validation/peligro/peligro_06505.jpg
validation,peligro,peligro,0.975734,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_07282.jpg
validation,peligro,peligro,0.912275,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_07699.jpg
validation,peligro,peligro,0.541353,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/peligro/peligro_07935.jpg
validation,peligro,peligro,0.689211,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_07941.jpg
validation,peligro,atencion,0.653852,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/peligro/peligro_08046.jpg
validation,peligro,peligro,0.980395,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_08659.jpg
validation,peligro,peligro,0.952735,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_08699.jpg
validation,peligro,peligro,0.916616,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_08933.jpg
validation,peligro,peligro,0.557297,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/peligro/peligro_09055.jpg
validation,peligro,peligro,0.937726,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_09056.jpg
validation,peligro,peligro,0.893956,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_09063.jpg
validation,peligro,peligro,0.975708,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_09213.jpg
validation,peligro,peligro,0.425173,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/peligro/peligro_09250.jpg
validation,peligro,peligro,0.900903,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_09284.jpg
validation,peligro,sano,0.540993,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/peligro/peligro_09725.jpg
validation,peligro,peligro,0.986886,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_10165.jpg
validation,peligro,peligro,0.948850,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_10217.jpg
validation,peligro,sano,0.797990,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/peligro/peligro_10236.jpg
validation,peligro,peligro,0.922328,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_11412.jpg
validation,peligro,peligro,0.639146,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_11537.jpg
validation,peligro,peligro,0.907366,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_11848.jpg
validation,peligro,peligro,0.599209,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/peligro/peligro_11980.jpg
validation,peligro,sano,0.805269,alta,clasificacion_preliminar_no_final,False,dataset_curado/validation/peligro/peligro_12004.jpg
validation,peligro,peligro,0.668236,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_12443.jpg
validation,peligro,peligro,0.972375,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_13185.jpg
validation,peligro,peligro,0.994523,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_13286.jpg
validation,peligro,peligro,0.976341,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_13396.jpg
validation,peligro,atencion,0.585660,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/peligro/peligro_13423.jpg
validation,peligro,peligro,0.616019,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_13461.jpg
validation,peligro,sano,0.782139,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/peligro/peligro_13479.jpg
validation,peligro,peligro,0.958898,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_13582.jpg
validation,peligro,peligro,0.443523,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/peligro/peligro_13739.jpg
validation,peligro,peligro,0.970617,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_15011.jpg
validation,sano,sano,0.819420,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_00020.jpg
validation,sano,peligro,0.415328,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/sano/sano_00026.jpg
validation,sano,sano,0.877647,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_00049.jpg
validation,sano,sano,0.803769,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_00079.jpg
validation,sano,sano,0.825497,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_00127.jpg
validation,sano,peligro,0.517420,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/sano/sano_00130.jpg
validation,sano,atencion,0.548378,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/sano/sano_00135.jpg
validation,sano,sano,0.996259,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_00136.jpg
validation,sano,peligro,0.481167,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/sano/sano_00270.jpg
validation,sano,sano,0.851609,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_00299.jpg
validation,sano,sano,0.914018,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_00341.jpg
validation,sano,sano,0.921650,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_00342.jpg
validation,sano,sano,0.837850,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_00358.jpg
validation,sano,sano,0.488771,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/sano/sano_00485.jpg
validation,sano,sano,0.915972,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_00490.jpg
validation,sano,sano,0.951914,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_00496.jpg
validation,sano,sano,0.549217,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/sano/sano_00559.jpg
validation,sano,sano,0.919111,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_00562.jpg
validation,sano,sano,0.508218,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/sano/sano_00650.jpg
validation,sano,peligro,0.910686,alta,alerta_preliminar_y_confirmar_con_gemini,False,dataset_curado/validation/sano/sano_00680.jpg
validation,sano,peligro,0.838659,alta,alerta_preliminar_y_confirmar_con_gemini,False,dataset_curado/validation/sano/sano_00717.jpg
validation,sano,peligro,0.917182,alta,alerta_preliminar_y_confirmar_con_gemini,False,dataset_curado/validation/sano/sano_00765.jpg
validation,sano,sano,0.922879,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_00828.jpg
validation,sano,atencion,0.536700,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/sano/sano_00873.jpg
validation,sano,sano,0.935217,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_00895.jpg
validation,sano,sano,0.956912,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_01013.jpg
validation,sano,sano,0.997271,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_01121.jpg
validation,sano,sano,0.982073,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_01164.jpg
validation,sano,atencion,0.406142,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/sano/sano_01168.jpg
validation,sano,sano,0.791358,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_01170.jpg
validation,sano,sano,0.767359,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_01198.jpg
validation,sano,sano,0.820396,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_01222.jpg
validation,sano,sano,0.967992,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_01236.jpg
validation,sano,peligro,0.848524,alta,alerta_preliminar_y_confirmar_con_gemini,False,dataset_curado/validation/sano/sano_01304.jpg
validation,sano,sano,0.923706,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_01320.jpg
validation,sano,sano,0.631248,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_01335.jpg
validation,sano,sano,0.722558,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_01349.jpg
validation,sano,sano,0.892973,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_01380.jpg
validation,sano,sano,0.651248,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_01418.jpg
validation,sano,sano,0.740408,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_01457.jpg
validation,sano,sano,0.901759,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_01503.jpg
validation,sano,sano,0.942503,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_01507.jpg
validation,sano,sano,0.626688,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_01516.jpg
validation,sano,sano,0.752797,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_01571.jpg
validation,sano,peligro,0.470178,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/sano/sano_01572.jpg
validation,sano,sano,0.616328,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_01627.jpg
validation,sano,atencion,0.765551,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/sano/sano_01645.jpg
validation,sano,sano,0.683179,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_01670.jpg
validation,sano,sano,0.610496,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_01686.jpg
validation,sano,sano,0.899135,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_01721.jpg
validation,sano,sano,0.962459,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_01726.jpg
validation,sano,atencion,0.620866,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/sano/sano_01735.jpg
validation,sano,sano,0.893030,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_01778.jpg
validation,sano,sano,0.726138,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_01831.jpg
validation,sano,sano,0.914086,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_01850.jpg
validation,sano,sano,0.892114,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_01872.jpg
validation,sano,sano,0.859616,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_01899.jpg
validation,sano,peligro,0.534983,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/sano/sano_01904.jpg
validation,sano,atencion,0.570972,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/sano/sano_01943.jpg
validation,sano,sano,0.482968,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/sano/sano_01963.jpg
validation,sano,peligro,0.498044,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/sano/sano_01976.jpg
validation,sano,peligro,0.970169,alta,alerta_preliminar_y_confirmar_con_gemini,False,dataset_curado/validation/sano/sano_02041.jpg
validation,sano,sano,0.539134,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/sano/sano_02104.jpg
validation,sano,sano,0.682057,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_02105.jpg
validation,sano,atencion,0.549433,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/sano/sano_02137.jpg
validation,sano,sano,0.865755,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_02201.jpg
validation,sano,sano,0.622935,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_02300.jpg
validation,sano,sano,0.900585,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_02555.jpg
validation,sano,sano,0.496064,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/sano/sano_02564.jpg
validation,sano,sano,0.439187,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/sano/sano_02626.jpg
validation,sano,peligro,0.935917,alta,alerta_preliminar_y_confirmar_con_gemini,False,dataset_curado/validation/sano/sano_02629.jpg
validation,sano,sano,0.862028,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_02631.jpg
validation,sano,sano,0.539568,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/sano/sano_02633.jpg
validation,sano,sano,0.656410,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_02659.jpg
validation,sano,atencion,0.529844,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/sano/sano_02669.jpg
validation,sano,sano,0.700664,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_02695.jpg
validation,sano,sano,0.669870,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_02696.jpg
validation,sano,sano,0.815402,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_02727.jpg
validation,sano,sano,0.823670,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_02819.jpg
validation,sano,sano,0.634693,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_02938.jpg
validation,sano,sano,0.814460,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_02989.jpg
validation,sano,sano,0.855308,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_03093.jpg
validation,sano,sano,0.898820,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_03125.jpg
validation,sano,sano,0.615388,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_03324.jpg
validation,sano,sano,0.670978,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_03440.jpg
validation,sano,sano,0.780471,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_03827.jpg
validation,sano,sano,0.586517,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/sano/sano_04109.jpg
validation,sano,sano,0.547010,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/sano/sano_04112.jpg
validation,sano,atencion,0.437278,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/sano/sano_04130.jpg
validation,sano,sano,0.975576,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_04153.jpg
validation,sano,sano,0.962522,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_04205.jpg
validation,sano,sano,0.931522,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_04307.jpg
validation,sano,sano,0.422376,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/sano/sano_04314.jpg
validation,sano,sano,0.578850,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/sano/sano_04346.jpg
validation,sano,sano,0.858983,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_04538.jpg
validation,sano,sano,0.917464,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_04629.jpg
validation,sano,sano,0.629036,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_04864.jpg
validation,sano,sano,0.523004,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/sano/sano_04888.jpg
validation,sano,sano,0.874141,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_05094.jpg
validation,sano,sano,0.431324,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/sano/sano_05096.jpg
validation,sano,sano,0.435581,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/sano/sano_05140.jpg
validation,sano,sano,0.812753,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_05170.jpg
validation,sano,sano,0.667083,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_05191.jpg
validation,sano,sano,0.565869,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/sano/sano_05200.jpg
validation,sano,sano,0.775735,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_05276.jpg
validation,sano,sano,0.794522,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_05312.jpg
validation,sano,sano,0.903825,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_05422.jpg
validation,sano,sano,0.806238,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_05436.jpg
validation,sano,sano,0.897606,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_05553.jpg
validation,sano,sano,0.981059,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_05606.jpg
validation,sano,sano,0.908700,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_06232.jpg
validation,sano,sano,0.942793,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_06342.jpg
validation,sano,sano,0.746688,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_06715.jpg
validation,sano,sano,0.871798,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_07188.jpg
validation,sano,sano,0.690528,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_08223.jpg
validation,sano,sano,0.911476,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_08768.jpg
validation,sano,atencion,0.475130,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/sano/sano_08911.jpg
validation,sano,sano,0.733245,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_09429.jpg
validation,sano,sano,0.516385,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/sano/sano_09488.jpg
validation,sano,sano,0.790792,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_09842.jpg
validation,sano,peligro,0.847770,alta,alerta_preliminar_y_confirmar_con_gemini,False,dataset_curado/validation/sano/sano_10283.jpg
validation,sano,sano,0.718188,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_10526.jpg
validation,sano,sano,0.909621,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_11457.jpg
validation,sano,atencion,0.799409,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/sano/sano_11842.jpg
validation,sano,sano,0.760567,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_12296.jpg
validation,sano,sano,0.917415,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_12367.jpg
validation,sano,atencion,0.555368,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/sano/sano_12372.jpg
validation,sano,sano,0.824644,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_12381.jpg
validation,sano,sano,0.624161,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_12390.jpg
validation,sano,sano,0.780781,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_12408.jpg
validation,sano,sano,0.955385,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_12441.jpg
validation,sano,sano,0.925843,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_12444.jpg
validation,sano,sano,0.687176,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_12449.jpg
validation,sano,sano,0.979788,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_12461.jpg
validation,sano,sano,0.988198,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_12468.jpg
validation,sano,sano,0.730966,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_12470.jpg
validation,sano,sano,0.979044,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_12472.jpg
validation,sano,sano,0.831830,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_12477.jpg
validation,sano,sano,0.951365,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_12486.jpg
validation,sano,sano,0.926956,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_12503.jpg
validation,sano,sano,0.742741,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/sano/sano_12515.jpg
validation,sano,atencion,0.798503,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/sano/sano_12519.jpg
validation,sano,atencion,0.792043,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/sano/sano_12520.jpg
validation,sano,sano,0.964175,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_12538.jpg
validation,sano,sano,0.967835,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_12561.jpg
validation,sano,sano,0.918475,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/sano/sano_12562.jpg
test,atencion,sano,0.699333,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/test/atencion/atencion_00001.jpg
test,atencion,atencion,0.788238,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/test/atencion/atencion_00005.jpg
test,atencion,peligro,0.688801,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/test/atencion/atencion_00418.jpg
test,atencion,atencion,0.549872,baja,captura_adicional_revision_o_gemini,True,dataset_curado/test/atencion/atencion_00457.jpg
test,atencion,peligro,0.713660,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/test/atencion/atencion_00587.jpg
test,atencion,peligro,0.878394,alta,alerta_preliminar_y_confirmar_con_gemini,False,dataset_curado/test/atencion/atencion_00617.jpg
test,atencion,peligro,0.697737,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/test/atencion/atencion_00746.jpg
test,atencion,peligro,0.849881,alta,alerta_preliminar_y_confirmar_con_gemini,False,dataset_curado/test/atencion/atencion_01166.jpg
