priority,source,current_label,suggested_review,confidence_or_distance,path_a,path_b,notes
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser peligro,0.9103767275810242,dataset/validation/atencion/atencion_00480.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser sano,0.9114700555801392,dataset/test/atencion/atencion_14227.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser peligro,0.9182867407798767,dataset/validation/atencion/atencion_01977.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser peligro,0.9189741015434265,dataset/validation/atencion/atencion_00104.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser sano,0.919074296951294,dataset/test/atencion/atencion_03585.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser peligro,0.9208530187606812,dataset/validation/atencion/atencion_01527.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser peligro,0.9211019277572632,dataset/validation/atencion/atencion_03246.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser peligro,0.922448992729187,dataset/validation/atencion/atencion_01412.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser sano,0.9253999590873718,dataset/test/atencion/atencion_01050.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser sano,0.9283177852630615,dataset/validation/atencion/atencion_01997.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser sano,0.9303372502326965,dataset/test/atencion/atencion_01699.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser sano,0.9330988526344299,dataset/validation/atencion/atencion_03919.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser sano,0.9399778842926025,dataset/validation/atencion/atencion_03736.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser sano,0.9423749446868896,dataset/test/atencion/atencion_14224.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser peligro,0.944094181060791,dataset/validation/atencion/atencion_00375.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser sano,0.9467761516571045,dataset/test/atencion/atencion_05457.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser peligro,0.9499330520629883,dataset/validation/atencion/atencion_00700.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser sano,0.9511527419090271,dataset/validation/atencion/atencion_00310.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser sano,0.9533697366714478,dataset/validation/atencion/atencion_07430.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser sano,0.9543300867080688,dataset/validation/atencion/atencion_00526.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser sano,0.9569879174232483,dataset/test/atencion/atencion_02194.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser peligro,0.9578340649604797,dataset/validation/atencion/atencion_10340.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser sano,0.9595741629600525,dataset/test/atencion/atencion_05745.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser sano,0.9613991975784302,dataset/validation/atencion/atencion_03320.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser peligro,0.9628148078918457,dataset/validation/atencion/atencion_12528.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser sano,0.9630209803581238,dataset/validation/atencion/atencion_04541.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser peligro,0.9699805378913879,dataset/validation/atencion/atencion_09264.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser sano,0.9755104184150696,dataset/validation/atencion/atencion_01756.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser sano,0.9827709794044495,dataset/validation/atencion/atencion_02047.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser peligro,0.9832217693328857,dataset/validation/atencion/atencion_03340.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser peligro,0.9849392175674438,dataset/test/atencion/atencion_02501.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser peligro,0.9911051392555237,dataset/validation/atencion/atencion_09628.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser sano,0.9942889213562012,dataset/validation/atencion/atencion_02991.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser peligro,0.9944103360176086,dataset/validation/atencion/atencion_09665.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,modelo_error_atencion,atencion,revisar si es atencion real o deberia ser peligro,0.9973376393318176,dataset/validation/atencion/atencion_05751.jpg,,Error del modelo actual; revisar sintomas visibles y borde sano/peligro.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00004.jpg,dataset/train/peligro/peligro_00179.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|sano,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00012.jpg,dataset/train/sano/sano_00139.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00034.jpg,dataset/train/peligro/peligro_00101.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|sano,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00177.jpg,dataset/train/sano/sano_05769.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|sano,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00202.jpg,dataset/train/sano/sano_01813.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|sano,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00225.jpg,dataset/train/sano/sano_04875.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|sano,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00233.jpg,dataset/validation/sano/sano_09702.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|sano,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00349.jpg,dataset/train/sano/sano_03246.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00555.jpg,dataset/train/peligro/peligro_01347.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00574.jpg,dataset/train/peligro/peligro_00765.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00600.jpg,dataset/test/peligro/peligro_07727.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00619.jpg,dataset/validation/peligro/peligro_01671.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00630.jpg,dataset/validation/peligro/peligro_00070.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00636.jpg,dataset/train/peligro/peligro_00300.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00658.jpg,dataset/validation/peligro/peligro_00694.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00661.jpg,dataset/train/peligro/peligro_00010.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00665.jpg,dataset/train/peligro/peligro_00111.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00666.jpg,dataset/train/peligro/peligro_00277.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00693.jpg,dataset/test/peligro/peligro_00113.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00700.jpg,dataset/train/peligro/peligro_00100.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00732.jpg,dataset/train/peligro/peligro_01489.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00763.jpg,dataset/train/peligro/peligro_00118.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|sano,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00763.jpg,dataset/train/sano/sano_04371.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00782.jpg,dataset/train/peligro/peligro_05562.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|sano,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_00860.jpg,dataset/validation/sano/sano_04696.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01155.jpg,dataset/train/peligro/peligro_01169.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01180.jpg,dataset/train/peligro/peligro_00030.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01214.jpg,dataset/train/peligro/peligro_00064.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01248.jpg,dataset/train/peligro/peligro_00093.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01260.jpg,dataset/test/peligro/peligro_01895.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01269.jpg,dataset/validation/peligro/peligro_06664.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01293.jpg,dataset/train/peligro/peligro_00017.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|sano,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01377.jpg,dataset/test/sano/sano_00027.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01422.jpg,dataset/train/peligro/peligro_00119.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|sano,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01427.jpg,dataset/train/sano/sano_02970.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01465.jpg,dataset/validation/peligro/peligro_00189.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01519.jpg,dataset/validation/peligro/peligro_00840.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01535.jpg,dataset/train/peligro/peligro_06855.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01543.jpg,dataset/train/peligro/peligro_04578.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01560.jpg,dataset/train/peligro/peligro_01348.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01585.jpg,dataset/validation/peligro/peligro_00704.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01587.jpg,dataset/validation/peligro/peligro_00445.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01594.jpg,dataset/train/peligro/peligro_07692.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01606.jpg,dataset/train/peligro/peligro_00638.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01613.jpg,dataset/train/peligro/peligro_01491.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01630.jpg,dataset/train/peligro/peligro_01274.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01747.jpg,dataset/train/peligro/peligro_04383.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01753.jpg,dataset/train/peligro/peligro_02985.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01765.jpg,dataset/train/peligro/peligro_00557.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_01842.jpg,dataset/validation/peligro/peligro_00310.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_02013.jpg,dataset/train/peligro/peligro_03235.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_02031.jpg,dataset/test/peligro/peligro_02142.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_02094.jpg,dataset/train/peligro/peligro_03481.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|sano,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_02094.jpg,dataset/train/sano/sano_04522.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|sano,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_02194.jpg,dataset/test/sano/sano_03206.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_02316.jpg,dataset/train/peligro/peligro_01500.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|sano,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_02388.jpg,dataset/train/sano/sano_01174.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|sano,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_02462.jpg,dataset/train/sano/sano_01896.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_02541.jpg,dataset/train/peligro/peligro_03136.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|sano,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_02541.jpg,dataset/train/sano/sano_01982.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_02626.jpg,dataset/train/peligro/peligro_03240.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_02640.jpg,dataset/train/peligro/peligro_01144.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_02872.jpg,dataset/train/peligro/peligro_14811.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|sano,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_02906.jpg,dataset/validation/sano/sano_04292.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|sano,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_02919.jpg,dataset/test/sano/sano_08833.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|sano,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_02991.jpg,dataset/validation/sano/sano_02070.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_03031.jpg,dataset/train/peligro/peligro_14444.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|sano,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_03246.jpg,dataset/train/sano/sano_01945.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|sano,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_03300.jpg,dataset/validation/sano/sano_02922.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_03329.jpg,dataset/train/peligro/peligro_03440.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_03340.jpg,dataset/validation/peligro/peligro_03449.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_03350.jpg,dataset/test/peligro/peligro_04467.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_03360.jpg,dataset/train/peligro/peligro_03462.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_03640.jpg,dataset/train/peligro/peligro_00431.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_03687.jpg,dataset/train/peligro/peligro_00271.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_03936.jpg,dataset/train/peligro/peligro_03198.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|sano,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_04016.jpg,dataset/train/sano/sano_02022.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_04687.jpg,dataset/train/peligro/peligro_00272.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_04737.jpg,dataset/train/peligro/peligro_12494.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_04792.jpg,dataset/train/peligro/peligro_11476.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_05005.jpg,dataset/train/peligro/peligro_00247.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_05045.jpg,dataset/train/peligro/peligro_06486.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_05135.jpg,dataset/train/peligro/peligro_00157.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|sano,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_05171.jpg,dataset/train/sano/sano_00211.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_05400.jpg,dataset/train/peligro/peligro_03981.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_05751.jpg,dataset/train/peligro/peligro_04745.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_05755.jpg,dataset/train/peligro/peligro_00677.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_05758.jpg,dataset/train/peligro/peligro_01522.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_05764.jpg,dataset/train/peligro/peligro_00042.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_05807.jpg,dataset/test/peligro/peligro_03041.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_06284.jpg,dataset/train/peligro/peligro_01963.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|sano,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_06647.jpg,dataset/train/sano/sano_00809.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_07034.jpg,dataset/train/peligro/peligro_05577.jpg,Par pHash similar; cross_split=True.
alta,similaridad_perceptual_entre_clases,atencion|peligro,decidir etiqueta canonica o enviar a revision_dudosa,0,dataset/raw/atencion/atencion_07549.jpg,dataset/train/peligro/peligro_02227.jpg,Par pHash similar; cross_split=True.
